District,Median Income,Latitude,Longitude,jowar,bajra,maize,barley,small millets,ragi,arhar,moong,masur,urd,peas,khesari,gram products,besan,Cluster
South Twenty Four Parganas,"1,274",11.0676189,44.20080205,0.5,0.0,0.46,0.5,0.0,0.0,0.93,0.85,1.62,0.6,0.47,1.94,0.36,0.26,2
Purba Midanapur,"1,085",10.968643949999999,43.88816665,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.81,1.24,0.24,0.83,1.03,1.22,0.45,2
Garhwa,"1,032",12.077449099999999,41.899780850000006,5.0,0.0,5.5,0.0,0.0,0.0,1.64,1.1,1.3,1.45,1.0,1.0,1.03,0.61,2
Palamu,914,12.064305300000001,42.09285575,0.0,2.0,8.32,0.0,0.0,0.0,2.07,0.84,1.57,0.64,3.0,1.01,1.2,0.86,2
Chatra,824,12.103254150000001,42.4362142,0.0,0.0,2.65,0.0,0.0,0.0,1.56,0.76,1.31,0.89,0.2,1.27,1.22,0.51,2
Hazaribagh,"1,014",11.99831065,42.6845534,0.0,0.0,2.0,0.0,0.0,0.0,1.85,1.11,1.55,1.04,0.5,0.65,0.62,0.41,2
Kodarma,993,12.23384025,42.79668225,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.73,1.23,0.85,1.0,0.0,0.52,0.65,2
Giridih,949,12.09106955,43.143475349999996,0.0,0.0,4.38,0.0,0.0,0.0,1.24,0.66,0.9,0.71,0.52,0.94,0.43,0.55,2
Deoghar,"1,055",12.23816005,43.3456611,0.0,0.0,5.34,0.0,0.0,0.0,1.47,1.29,1.51,0.25,0.0,0.0,1.27,0.48,2
Godda,868,12.41276075,43.60675885,0.0,0.0,3.53,0.0,0.0,0.0,1.36,0.69,0.96,2.0,0.6,1.0,1.14,0.46,2
Sahibganj,772,12.619060800000002,43.8226796,0.0,0.0,2.05,0.0,0.0,0.0,0.77,1.0,1.02,0.0,0.0,0.0,0.29,0.34,2
Pakaur,699,12.3168454,43.925032200000004,0.0,0.0,4.57,0.0,0.0,0.0,0.96,1.14,1.74,0.0,0.92,1.0,0.5,0.34,2
Dumka,802,12.1427332,43.62096495000001,0.0,0.0,4.72,0.0,0.0,0.0,1.2,1.56,1.28,0.0,0.62,0.0,0.95,0.59,2
Dhanbad,"1,223",11.897826550000001,43.21519295,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.61,1.09,0.54,0.45,0.0,0.52,0.37,2
Bokaro,942,11.8346478,43.075556,0.0,0.0,4.69,0.0,0.0,0.0,1.53,0.76,1.07,0.76,0.51,0.0,0.55,0.45,2
Ranchi,"1,266",11.67204985,42.654781,0.0,0.0,3.48,0.0,0.0,0.0,1.42,0.73,1.4,1.6,1.0,0.0,0.81,0.59,2
Lohardaga,958,11.720466250000001,42.3422608,0.0,0.0,3.48,0.0,0.0,0.0,1.65,1.23,1.32,2.37,3.0,0.0,0.4,0.67,2
Gumla,916,11.52206475,42.268972749999996,0.0,0.0,5.22,0.0,0.0,0.0,1.71,1.41,0.9,1.48,0.0,0.5,0.0,1.5,2
Pashchimi Singhbum,796,11.1825429,42.7187787,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.76,1.65,0.56,0.55,1.07,0.5,0.69,2
Purbi Singhbum,"1,228",11.2433378,43.2498273,0.0,0.0,0.67,0.25,0.0,0.0,1.43,1.07,1.72,0.62,0.81,0.0,0.65,0.57,2
Latehar,"1,028",11.87316075,42.254555100000005,10.0,0.0,8.66,0.0,0.0,0.0,1.72,1.0,1.41,1.07,4.7,1.48,0.0,0.73,5
Simdega,920,11.3075569,42.24799925,0.0,8.0,2.5,0.0,0.0,0.0,1.52,1.0,1.49,2.17,1.0,0.5,1.02,0.56,2
Jamtara,862,11.975274800000001,43.4085066,0.0,0.0,4.02,0.0,0.0,0.0,1.15,0.65,1.32,1.93,0.75,0.0,0.49,0.51,2
Seraikela-kharsawan,884,11.3511673,42.96394965,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.94,1.26,1.06,0.54,0.0,0.95,0.61,2
Bargarh,790,10.671291949999999,41.8121005,0.0,0.0,1.5,2.0,0.0,0.0,1.29,1.48,0.72,0.63,0.38,0.5,0.74,0.44,2
Jharsuguda,"1,009",10.92771875,42.00308305,0.0,0.0,3.0,0.0,0.0,0.0,1.8,1.75,1.2,0.99,0.64,1.0,0.0,0.62,2
Sambalpur,"1,122",10.7334358,41.99058325,0.0,0.0,0.0,0.0,0.0,0.2,1.58,1.21,0.89,0.66,0.68,0.0,1.0,0.66,2
Debagarh,676,10.769156800000001,42.3644721,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.03,1.12,0.49,0.49,0.58,0.5,0.52,2
Sundargarh,923,11.06200125,42.0215875,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.9,0.8,1.04,0.49,1.09,1.0,1.03,2
Kendujhar,748,10.8144665,42.790842350000005,0.0,0.0,0.0,1.5,0.0,0.0,1.17,0.86,0.81,0.72,0.63,0.0,0.0,0.68,2
Mayurbhanj,653,11.0043489,43.209365399999996,0.0,0.0,1.83,0.0,0.0,0.0,1.35,1.0,0.75,1.04,0.69,0.0,1.0,0.65,2
Baleshwar,"1,016",10.74346685,43.46230025,0.0,0.0,2.5,0.0,0.0,0.0,0.95,1.2,0.74,0.72,0.63,0.5,0.3,0.65,2
Bhadrak,870,10.52913685,43.2479198,0.5,0.0,0.0,0.0,0.0,0.0,1.57,1.11,0.99,1.15,0.77,0.5,0.25,0.49,2
Kendrapara,976,10.248455400000001,43.214426700000004,1.0,0.0,0.0,0.0,0.0,0.0,1.27,2.04,0.99,0.77,0.41,0.0,0.0,0.47,2
Jagatsinghapur,917,10.0987914,43.16883805,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.78,1.12,1.02,0.48,0.0,0.0,0.36,2
Cuttack,"1,049",10.2312605,42.941494750000004,0.5,0.0,0.0,0.0,0.0,0.0,1.4,1.49,0.89,0.88,0.55,0.0,0.5,0.54,2
Jajapur,"1,029",10.417050949999998,43.1663029,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.47,1.05,0.77,0.72,0.0,0.5,0.39,2
Dhenkanal,"1,047",10.32517275,42.7986109,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.21,1.31,1.2,0.82,2.0,0.0,0.5,2
Anugul,"1,297",10.42220165,42.5755409,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.11,1.34,0.68,0.42,0.25,0.0,0.36,2
Nayagarh,985,10.061566599999999,42.5519213,0.0,0.0,0.0,0.0,0.0,1.3,1.08,1.85,0.44,0.94,0.47,0.0,0.38,0.45,2
Khordha,"1,284",10.0967276,42.81660465,0.0,0.0,0.5,0.0,0.0,0.0,1.59,1.42,0.67,0.64,0.86,0.0,0.0,0.53,2
Puri,951,9.9066911,42.915732750000004,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.22,0.76,0.88,0.53,0.5,0.25,0.44,2
Ganjam,"1,009",9.693694500000001,42.52577065,0.0,0.0,0.0,0.0,0.0,3.04,1.72,1.36,0.87,0.84,0.79,0.0,0.0,0.38,2
Gajapati,733,9.59561105,42.09285575,5.0,9.5,9.65,0.0,0.0,5.45,1.6,0.61,1.5,0.57,0.5,0.25,0.0,0.34,5
Kandhamal,702,10.2398554,42.11657425,0.0,0.0,3.86,0.0,0.0,3.73,2.11,1.1,0.5,1.05,0.64,0.0,0.0,0.49,2
Baudh,612,10.414223,42.163565250000005,0.0,0.0,0.0,0.0,0.0,6.22,1.23,1.42,1.95,0.77,0.78,0.53,0.5,0.78,2
Sonapur,809,10.42400705,41.9475021,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.86,0.67,0.75,0.63,0.0,0.75,0.51,2
Balangir,839,10.3537117,41.74213625,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.92,0.82,0.89,0.32,2.0,0.5,0.53,2
Nuapada,653,10.4030092,41.268069649999994,0.0,0.0,1.34,0.0,0.0,1.4,1.83,1.27,1.07,1.38,1.07,0.0,0.0,0.85,2
Kalahandi,654,9.95686815,41.58245005,0.0,0.0,1.0,0.0,0.0,0.0,1.36,1.33,1.36,1.31,0.77,2.95,0.0,0.54,2
Rayagada,807,9.5856045,41.70816129999999,0.0,0.0,0.1,0.0,6.0,0.0,1.2,1.1,0.66,1.45,0.0,0.0,0.0,0.5,2
Nabarangapur,751,9.614071699999998,41.273494899999996,0.0,0.0,1.71,2.0,0.0,0.0,1.47,0.94,1.4,0.35,0.52,2.39,4.0,0.48,2
Koraput,698,9.4067435,41.35616635,0.0,0.0,0.0,0.0,2.81,2.06,1.54,1.56,0.8,2.41,0.0,1.41,0.0,0.25,2
Malkangiri,607,9.171793150000001,40.94126395000001,0.0,0.0,1.5,0.0,0.0,0.0,1.59,1.08,1.67,0.5,2.0,2.0,0.0,0.56,2
Koriya,816,11.69377495,41.194289149999996,0.0,0.0,1.09,0.25,0.0,0.0,1.17,0.46,1.12,0.51,0.31,0.87,0.23,0.28,2
Surguja,868,11.47470395,41.58245005,0.5,0.0,2.02,0.1,2.15,0.43,1.39,0.42,1.26,1.08,0.46,1.02,0.67,0.42,2
Jashpur,"1,011",11.443710099999999,42.0691184,1.43,0.0,2.11,0.0,1.99,0.5,1.4,1.47,1.6,2.04,0.66,1.08,0.25,0.63,2
Raigarh,853,10.94753465,41.6800283,0.0,0.0,0.0,0.0,0.0,0.0,2.15,1.65,0.52,1.08,1.0,2.61,0.5,0.58,2
Korba,878,11.17972505,41.375029749999996,0.0,0.0,1.0,0.0,0.0,0.0,2.45,0.89,1.41,1.07,0.0,2.89,1.0,1.01,2
Janjgir,869,10.985276449999999,41.23763785,0.0,0.0,0.0,0.0,0.0,0.0,2.29,1.14,1.13,0.8,0.0,3.46,0.0,0.81,2
Bilaspur,989,11.03157245,41.0342773,0.0,0.0,0.0,0.0,0.0,0.0,2.53,1.51,1.03,0.98,1.12,2.6,0.0,0.77,2
Kawardha,812,11.004475300000001,40.6121722,0.0,0.0,0.0,0.0,0.0,0.0,3.73,2.0,1.69,0.4,0.38,1.65,0.0,0.73,2
Rajnandgaon,829,10.548551699999999,40.515111100000006,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.41,1.5,0.66,0.4,1.81,0.0,0.94,2
Durg,956,10.5952247,40.64245845000001,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.37,0.91,1.43,0.4,2.9,0.25,0.55,2
Raipur,839,10.6256922,40.814820649999994,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.83,0.8,1.21,0.45,1.8,0.73,0.87,2
Mahasamund,"1,012",10.55456585,41.04895114999999,0.0,0.0,5.02,0.0,0.0,0.0,2.1,2.03,1.76,1.68,0.0,1.72,0.5,0.86,2
Dhamtari,850,10.350749949999999,40.77707895,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.54,1.27,1.61,1.26,1.73,0.0,0.79,2
Kanker,823,10.1363566,40.74415485,0.0,0.0,9.0,0.0,8.81,0.0,1.99,1.53,0.98,1.22,0.25,1.33,1.78,0.74,2
Bastar,729,9.601838449999999,40.96719275,3.0,0.0,4.45,0.0,5.54,0.0,1.7,0.96,1.82,1.44,0.94,1.67,0.0,0.62,2
Dantewada*,"1,113",9.4484315,40.67272085,0.0,0.0,9.14,0.0,5.03,0.0,3.29,1.03,1.87,1.53,1.12,1.33,0.0,0.94,2
Narayanpur,500,10.91458945,40.942665149999996,0.0,0.0,3.51,0.0,5.24,1.5,1.61,1.37,1.43,1.62,1.68,0.84,0.1,0.5,2
Bijapur,"1,616",9.38800255,40.1574189,0.0,0.0,0.0,0.0,10.0,0.0,1.49,0.42,0.58,1.04,0.0,2.06,0.0,0.51,2
Sheopur,988,12.83641,38.348065250000005,1.94,15.92,0.0,0.0,0.0,0.0,1.01,0.58,0.7,0.63,0.0,0.0,0.0,0.57,1
Morena,922,13.246678099999999,38.99549745,0.0,3.82,0.0,0.0,0.0,0.0,1.29,0.69,0.72,0.87,0.79,0.0,0.0,0.78,2
Bhind,883,13.2793677,39.3936438,5.0,7.36,0.0,0.0,0.0,0.0,1.42,0.76,0.73,0.78,0.5,0.0,0.0,0.68,5
Gwalior,"1,616",13.109143550000002,39.091415399999995,0.0,7.27,0.25,0.0,0.0,0.0,1.14,0.52,0.5,0.45,0.58,0.0,0.0,0.66,2
Datia,"1,026",12.8326631,39.230469649999996,0.0,3.0,0.0,0.0,0.0,0.0,1.33,0.7,0.87,0.97,0.64,0.0,0.0,0.77,2
Shivpuri,"1,064",12.717893449999998,38.832533000000005,5.0,0.0,7.5,0.0,4.0,0.0,1.02,0.77,0.75,1.5,0.91,0.0,0.0,0.77,2
Guna,"1,088",12.317409849999999,38.6489891,0.0,0.0,3.3,1.0,1.0,0.0,1.06,0.82,0.78,0.98,0.5,0.0,1.0,0.74,2
Tikamgarh,"1,205",12.37280735,39.41603895000001,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.94,1.42,1.56,1.0,0.0,0.0,0.88,2
Chhatarpur,"1,481",12.4581781,39.79059135,0.0,1.0,0.0,0.0,0.0,0.0,1.18,1.35,0.96,1.63,0.77,0.0,1.5,0.93,2
Panna,895,12.35901555,40.0909634,0.0,0.0,0.0,0.0,0.0,0.0,2.36,1.17,0.46,0.69,0.75,2.06,0.0,0.69,2
Sagar,"1,132",11.919402499999999,39.3689034,0.25,0.0,0.25,0.0,0.0,0.0,2.05,1.08,1.68,1.08,1.69,2.0,0.97,0.82,2
Damoh,"1,228",11.919049300000001,39.721086549999995,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1.13,1.18,0.94,0.0,0.0,0.5,1.04,2
Satna,729,12.300253750000001,40.416121399999994,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.57,0.53,0.5,1.35,2.57,0.98,0.62,2
Rewa,840,12.26864635,40.65209,0.0,1.0,0.0,0.0,0.0,0.0,2.44,1.44,1.09,0.88,1.2,1.61,0.0,0.88,2
Umaria,743,11.76548985,40.414737349999996,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.61,1.07,1.33,0.0,1.01,0.0,0.36,2
Shahdol,697,11.65109425,40.67840105,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.82,1.76,1.04,2.0,2.0,0.0,0.48,2
Sidhi,842,12.1978019,40.94126395000001,0.0,0.0,3.0,0.0,0.0,0.0,3.16,0.5,1.81,1.07,1.0,0.0,0.0,0.86,2
Neemuch,979,12.2381926,37.4312046,0.0,0.0,8.53,0.0,0.0,0.0,0.88,0.5,0.7,0.87,0.2,0.0,0.0,0.54,2
Mandsaur,"1,304",12.038418,37.5346476,0.0,0.0,13.13,0.0,0.0,0.0,1.02,0.68,0.78,0.84,0.32,0.0,0.0,0.64,0
Ratlam,"1,121",11.667084800000001,37.51881625,0.0,0.0,21.77,0.0,0.0,0.0,1.1,0.82,0.8,1.14,0.88,0.0,0.0,0.82,0
Ujjain,"1,333",11.589650650000001,37.89245485,0.0,0.0,5.47,0.0,0.65,0.0,1.37,0.68,0.43,0.68,0.0,0.0,2.0,0.58,2
Shajapur,"1,175",11.7136469,38.13649195,13.04,2.0,20.92,0.0,0.0,0.0,1.32,0.83,0.92,1.12,0.5,0.0,0.25,0.73,0
Dewas,"2,039",11.4811336,38.02539745,10.27,3.0,7.1,0.0,0.0,0.0,1.34,0.7,0.74,0.34,1.84,0.0,0.0,0.85,5
Jhabua,"1,319",11.384833,37.29604605,0.0,1.0,39.1,0.0,0.0,0.0,1.23,0.65,0.87,1.1,0.65,0.0,0.0,1.26,0
Dhar,"1,569",11.3006461,37.65123275,7.21,28.29,16.36,0.0,0.0,0.0,2.78,1.64,1.29,1.51,0.74,0.0,0.0,0.91,1
Indore,"1,568",11.35978435,37.9288629,17.04,3.0,5.04,0.0,0.0,0.0,2.53,1.25,0.91,0.85,0.89,0.0,1.0,1.0,5
West Nimar,898,10.951435,37.903454100000005,18.89,1.0,5.73,0.0,0.0,0.0,2.72,1.26,0.69,1.04,0.0,0.0,0.0,0.8,5
Barwani,"1,034",11.01815785,37.4516695,45.67,9.87,13.79,1.0,0.0,0.0,2.52,1.13,0.9,1.85,0.0,0.0,0.0,0.68,4
East Nimar,918,10.940126300000001,38.3206356,9.0,30.0,8.04,0.0,0.0,0.0,2.38,1.3,0.76,0.83,0.0,0.0,0.5,0.71,1
Rajgarh,"1,326",12.003940949999999,38.36394015,5.92,0.0,6.6,0.0,0.54,0.0,1.1,0.81,1.08,0.71,1.17,0.0,0.0,0.69,2
Vidisha,"1,099",11.762555099999998,38.90406815,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.0,0.71,0.96,1.07,1.0,0.0,0.96,2
Bhopal,"2,316",11.62996665,38.7063075,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.93,1.04,0.81,0.49,0.0,0.0,1.22,2
Sehore,"1,170",11.602506,38.542539049999995,0.0,0.0,2.33,0.0,0.0,0.0,1.62,0.81,0.81,0.75,0.89,0.0,1.0,0.6,2
Raisen,"1,477",11.66636645,38.89119865,0.0,2.0,1.0,0.0,0.0,0.0,1.69,0.86,1.05,0.87,1.64,0.0,1.5,0.91,2
Betul,692,10.955401550000001,38.9505921,13.1,0.0,22.23,0.0,0.0,0.0,1.81,1.42,1.56,0.67,1.0,0.0,2.13,0.41,0
Harda,"1,090",11.167772300000001,38.54980425,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.56,1.0,0.65,1.0,0.0,0.0,0.58,2
Hoshangabad,"1,204",11.372053999999999,38.8684835,10.0,0.0,0.0,0.0,0.0,0.0,2.35,1.09,0.68,0.25,0.25,0.0,0.0,1.03,5
Katni,"1,427",11.91542265,40.20361275,0.0,0.0,0.0,0.0,0.0,0.0,4.48,1.37,2.37,0.89,1.0,0.0,0.0,0.75,2
Jabalpur,"1,398",11.5907335,39.99320355,0.0,0.0,0.0,0.0,5.53,0.0,2.79,0.68,2.05,0.57,0.42,0.0,0.0,0.55,2
Narsimhapur,"1,421",11.473278500000001,39.597176700000006,0.0,0.0,0.1,0.0,0.0,0.0,3.05,0.61,0.66,1.38,0.0,0.0,2.0,1.15,2
Dindori,666,11.47089655,40.538422749999995,1.0,0.0,1.0,0.0,0.0,0.0,1.2,1.2,2.42,0.73,0.5,0.0,0.0,0.43,2
Mandla,715,11.298960899999999,40.18569275,0.5,0.0,4.53,0.0,0.0,1.0,1.54,0.69,1.53,0.57,1.26,0.5,1.9,0.59,2
Chhindwara,800,11.0287185,39.469086450000006,10.51,0.0,22.18,0.0,0.0,0.0,1.93,1.06,1.08,0.76,1.66,1.5,0.0,0.61,0
Seoni,790,11.04343455,39.77174204999999,0.0,0.0,1.6,0.0,0.0,0.0,1.86,1.21,1.0,0.83,1.61,5.0,0.5,0.78,2
Balaghat,794,10.906438,40.09191465,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.42,0.5,0.91,1.21,0.0,0.0,0.53,2
Ashoknagar,"1,579",12.288757400000001,38.86592475,0.0,0.0,0.0,2.0,0.0,0.0,1.13,0.8,0.97,1.48,1.0,0.0,0.0,0.71,2
Anuppur,825,11.5568277,40.8488145,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.58,1.71,1.06,0.0,0.0,0.0,0.44,2
Burhanpur,"1,146",11.6049951,40.9784455,0.0,0.0,3.21,0.0,0.0,0.0,2.45,1.17,0.77,0.0,0.5,0.0,0.0,0.69,2
Alirajpur,814,11.152737400000001,37.17271325,0.0,0.0,44.22,0.0,0.0,0.0,1.23,1.7,0.77,2.3,0.25,0.0,0.0,0.62,0
Singrauli,922,12.099490600000001,41.3217257,0.0,0.0,0.0,0.0,0.0,0.0,2.93,1.23,1.36,1.76,0.9,1.4,0.0,0.78,2
Kachchh,"2,286",11.8668663,34.9298703,6.1,15.35,47.87,0.0,0.0,0.0,0.75,1.67,0.5,0.33,0.25,0.0,1.79,0.95,0
Banas,"1,447",12.15351445,36.1757309,0.0,35.13,26.96,0.0,0.0,0.0,0.74,1.18,0.25,0.48,0.53,0.5,0.0,0.6,1
Patan,"1,316",11.924662300000001,36.06331275,38.29,29.82,0.0,0.0,0.0,0.0,0.79,1.05,1.0,0.73,0.56,0.0,0.0,0.68,4
Mahesana,"1,695",11.79398035,36.184662599999996,23.55,16.79,13.04,0.0,0.0,0.0,0.68,0.74,0.39,0.44,0.5,0.0,0.5,0.62,1
Sabar,"1,198",11.9238352,36.49664845,5.0,5.38,18.42,0.0,0.0,0.0,1.69,0.95,0.56,0.99,0.58,0.0,0.0,0.5,0
Gandhinagar,"1,726",11.6078177,36.31847075,5.86,7.56,1.35,5.0,0.5,0.0,1.35,1.63,1.0,0.51,0.47,0.0,0.64,0.6,5
Ahmadabad,"2,228",11.5112525,36.285681049999994,1.05,3.43,0.89,0.5,0.31,0.0,1.55,1.16,0.86,0.53,0.6,0.0,0.74,0.74,2
Surendranagar,"1,669",11.36006595,35.824768,4.78,25.09,0.2,0.0,0.0,0.0,1.08,1.98,0.0,0.43,0.33,0.0,0.25,0.85,1
Rajkot,"2,240",11.151947250000001,35.40107995,1.58,4.77,0.0,2.0,0.0,0.0,1.02,0.86,0.18,0.52,0.32,1.25,0.22,0.86,2
Jamnagar,"1,473",11.235350949999999,35.028865,9.47,8.6,1.67,2.0,0.0,0.0,1.02,1.0,0.36,0.47,0.25,0.0,0.57,0.58,5
Porbandar,"1,392",10.82085345,34.814632700000004,11.94,12.92,2.63,10.0,0.0,0.0,0.87,1.06,0.29,0.54,0.2,0.1,1.12,0.49,5
Junagadh,"1,921",10.761092,35.2289384,0.6,6.96,2.0,2.0,0.0,0.0,0.96,0.9,0.35,0.44,0.35,0.0,0.5,0.95,2
Amreli,"1,475",10.801588699999998,35.6110416,2.15,9.28,0.25,0.0,0.25,0.0,0.91,0.74,0.36,0.57,0.11,0.0,0.0,0.6,5
Bhavnagar,"1,581",10.88223625,36.0759652,2.0,11.9,1.11,0.0,0.5,0.0,0.99,0.65,0.5,0.44,0.34,0.0,0.39,0.4,5
Anand,"1,244",11.282258749999999,36.4644355,2.47,12.43,9.8,12.0,0.0,0.0,1.93,0.98,0.56,0.93,0.43,0.0,0.0,0.55,1
Kheda,"1,001",11.3753255,36.342332899999995,0.5,9.77,3.97,3.0,0.0,0.0,1.98,1.25,0.87,0.78,0.45,0.0,0.0,0.55,2
Panch Mahals,"1,059",11.40055885,36.7797064,8.0,20.38,23.75,0.0,0.0,0.0,2.9,1.0,0.51,0.58,0.61,2.5,0.64,0.68,1
Dohad,915,11.4189657,37.12657325,0.0,2.3,21.54,1.5,0.0,0.0,2.08,1.17,0.59,0.7,0.48,0.0,1.01,0.71,0
Vadodara,"1,666",11.153579400000002,36.59060935,6.64,11.84,26.77,0.5,0.0,0.0,2.85,0.84,0.84,0.6,0.38,0.0,0.5,0.69,0
Narmada,"1,107",10.93785875,36.7797064,18.87,24.5,13.24,0.0,0.0,0.0,2.87,0.79,0.59,0.6,0.48,0.0,0.0,0.57,1
Bharuch,"1,860",10.8525679,36.4979374,10.18,13.5,7.46,0.0,0.0,0.0,2.52,0.88,0.67,0.37,0.42,0.0,0.0,0.74,1
Surat,"2,242",10.58512005,36.415530350000004,8.11,7.89,1.06,3.0,0.0,0.0,1.65,0.72,0.47,0.45,0.66,0.0,0.41,0.68,5
The Dangs,"1,019",10.412689050000001,36.8503544,5.7,2.0,2.5,0.0,0.0,16.09,2.17,0.48,0.25,2.83,0.48,0.0,0.19,0.3,5
Navsari,"1,927",10.473350949999999,36.476017399999996,6.24,3.97,0.0,0.0,0.0,11.56,2.97,1.57,1.44,1.16,0.45,0.25,0.37,0.62,5
Valsad,"3,169",10.29961745,36.46712254999999,5.73,10.0,0.0,0.0,0.0,11.16,2.74,1.26,1.24,1.22,0.27,1.0,0.0,0.57,5
Diu,"1,763",10.357204699999999,35.49368595,0.0,6.05,0.0,2.75,0.0,0.0,0.54,0.37,0.3,0.29,0.0,0.0,0.0,0.36,2
Daman,"2,279",10.1986868,36.416399549999994,11.8,2.11,0.0,0.0,0.0,0.0,1.46,1.21,0.7,0.81,0.5,0.0,0.25,0.39,5
Dadra & Nagar Haveli,"1,572",10.13889355,36.532069799999995,5.57,2.97,0.0,0.0,0.0,6.63,2.32,0.98,0.89,1.44,0.58,0.0,1.07,0.58,5
Nandurbar,"1,366",10.687775349999999,37.121382200000006,14.65,9.38,10.1,0.0,1.61,3.0,1.88,1.29,0.59,1.57,0.38,0.0,0.66,0.56,5
Dhule,"1,423",10.45211005,37.38744895,8.95,10.94,1.0,0.0,0.76,0.62,1.79,0.92,0.63,0.77,0.8,0.0,0.5,0.58,5
Jalgaon,"1,610",10.5038289,37.78130195000001,10.32,7.78,2.0,2.0,1.28,1.67,1.45,1.02,0.79,0.91,0.59,0.0,1.61,0.76,5
Buldana,"1,171",10.26460735,38.092085049999994,9.74,2.58,1.7,0.0,0.0,0.0,2.07,0.74,0.48,0.64,0.29,0.0,0.11,0.6,5
Akola,"1,454",10.35296725,38.51095095,9.54,2.49,0.0,0.0,0.0,0.0,2.11,0.54,0.49,0.53,0.71,0.0,0.0,0.72,5
Washim,"1,189",10.055956150000002,38.5656293,9.08,5.03,0.0,0.0,0.0,0.0,1.96,0.79,0.54,0.53,0.55,0.0,0.0,0.6,5
Amravati,"1,920",10.4687119,38.88977565,5.91,3.77,1.0,0.0,0.0,0.0,2.5,0.59,0.76,0.53,0.73,0.0,0.5,0.46,5
Wardha,"1,608",10.3726595,39.3010973,4.54,1.0,0.0,0.0,0.0,0.0,2.64,0.88,0.48,0.48,0.58,1.0,0.0,0.52,2
Nagpur,"1,904",10.5729002,39.5440773,3.13,1.17,0.0,0.0,0.0,0.22,2.32,0.63,0.54,0.61,0.61,0.89,0.0,0.77,2
Bhandara,"1,364",10.58750565,39.827912100000006,1.49,0.0,0.0,0.0,0.0,0.0,1.85,0.57,0.55,0.53,0.48,1.22,0.26,0.48,2
Gondiya,"1,338",10.73122455,40.11048864999999,1.18,0.0,0.0,0.0,0.0,0.0,1.65,0.73,0.43,0.87,0.52,1.03,0.25,0.51,2
Gadchiroli,"1,346",10.092435499999999,39.997397799999995,1.28,0.0,0.0,0.0,0.0,0.0,2.08,0.92,0.49,0.59,0.5,1.57,0.0,0.71,2
Chandrapur,"1,345",9.98522985,39.65074225,1.12,0.0,0.0,0.0,0.0,0.0,2.24,0.49,0.6,0.51,0.52,1.73,0.0,0.77,2
Yavatmal,"1,393",10.19439685,39.06020365,7.91,2.09,0.0,0.0,0.5,0.0,2.5,0.59,0.69,0.63,0.72,0.5,0.84,0.43,5
Nanded,"1,432",9.569125699999999,38.660477750000005,15.01,21.1,0.0,0.0,0.7,1.0,2.05,1.3,0.8,0.84,0.0,0.0,0.0,0.81,1
Hingoli,"1,425",9.858685150000001,38.5746861,13.93,0.0,0.0,0.0,0.8,1.0,2.47,1.45,0.74,1.01,1.26,0.0,0.0,1.05,5
Parbhani,"1,382",9.6304979,38.388332500000004,12.8,4.32,0.0,0.0,0.64,0.5,1.65,0.98,0.63,0.7,0.53,0.0,0.0,0.71,5
Jalna,"1,041",9.914844650000001,37.94001525,9.59,9.28,0.0,0.0,0.61,1.0,1.63,0.93,0.85,0.67,0.84,0.0,0.25,0.61,5
Aurangabad,"1,377",9.935122,37.6175802,5.92,11.02,0.0,0.0,0.32,0.0,1.24,0.67,0.62,0.6,0.4,0.0,0.2,0.78,5
Nashik,"1,964",9.99872665,36.894901149999995,11.09,9.75,7.64,10.15,1.01,16.86,1.36,0.91,0.63,0.71,0.51,0.5,0.0,0.8,5
Thane,"2,374",9.60916535,36.48904485,4.97,4.78,1.77,0.0,9.0,18.24,2.17,0.98,0.9,1.03,0.62,4.55,0.77,0.63,5
