District,Median Income,Latitude,Longitude,jowar,bajra,maize,barley,small millets,ragi,ahrar,moong,masur,urd,peas,khesari,other pulses,gram products,besan,other pulse products,Cluster
Kullu,0.075958159,3.1957851,7.710945970000001,-0.340805136,-0.103610505,0.8639240970000001,-0.207659596,-0.166393773,-0.33935860799999995,-0.910493487,-0.332657467,-0.440738212,0.35162708299999995,0.197928963,-0.6023452420000001,1.01724846,-0.663258617,-0.39681194200000003,0.9134026409999999,2
Mandi,-0.12090247900000001,3.1708165500000005,7.693136750000001,-0.263893392,-0.330472421,0.441568395,-0.207659596,-0.166393773,-0.33935860799999995,-0.8104282009999999,-0.36541482,-0.45187287200000004,0.388193644,-0.028868058999999998,0.681279592,0.626857254,1.058173283,-0.47543183899999997,0.249633738,2
Hamirpur,2.1132911919999997,3.16861745,7.652130920000001,-0.340805136,1.106319715,1.055222935,-0.090964277,-0.166393773,-0.33935860799999995,-0.825287835,0.010982613,-0.425454939,1.048319851,-0.09738495400000001,-0.021440427999999997,0.69978566,0.7868633359999999,0.649992596,-0.097417302,2
Una,1.559495418,3.1468445000000003,7.627077450000001,-0.340805136,0.454808331,1.466225246,2.126246785,-0.166393773,-0.33935860799999995,-0.655844813,-0.271116607,-0.414676714,0.5240028379999999,-0.443330254,0.559464386,0.116551326,0.8764533959999999,0.43215416100000004,-0.071482423,2
Bilaspur,1.037529337,3.0302906899999997,7.729183859999999,2.73566462,-0.406093059,1.006104473,-0.207659596,-0.166393773,-0.33935860799999995,-0.846898444,0.325917224,-0.323794162,0.688593378,0.291407873,0.36964570399999996,0.504584845,0.762471833,0.386150069,-0.214525543,2
Solan,3.053708921,3.0904485700000004,7.709673570000001,-0.340805136,4.1311452619999995,1.684946378,9.12796593,0.299369938,-0.33935860799999995,-0.503018121,-0.097209336,-0.154589724,0.111942902,0.10162408099999999,-0.021440427999999997,0.9861603659999999,-0.663258617,0.677131475,-0.383345301,4
Sirmaur,0.910374142,3.0562845500000004,7.747019720000001,-0.340805136,-0.406093059,2.246875696,-0.207659596,-0.166393773,-0.33935860799999995,-0.6924196970000001,-0.397017657,-0.278153389,0.757030915,3.9566471969999997,-0.6023452420000001,0.749031034,-0.663258617,0.667890604,-0.107810041,1
Shimla,1.6771362369999998,3.1104814500000004,7.717340329999999,-0.340805136,-0.406093059,0.088385425,-0.207659596,-0.166393773,-0.33935860799999995,-0.488797824,0.271427194,0.065010485,0.484376983,1.056153332,0.559464386,1.659837969,0.092013234,0.193654822,0.189978793,1
Kinnaur,1.230813052,3.1650957600000003,7.84751945,-0.340805136,-0.406093059,2.656755458,4.460153167,-0.166393773,-0.33935860799999995,-0.47870545299999995,0.7088275140000001,0.030574401,0.658598548,4.045484264,-0.6023452420000001,2.435649508,-0.663258617,5.207392295,-0.518443532,1
Gurdaspur,1.06576371,3.2041942399999996,7.540533670000001,-0.340805136,-0.406093059,-0.053377572000000005,-0.207659596,-0.166393773,-0.33935860799999995,-0.932566186,-0.977053699,-1.017775938,-0.18321031399999999,-0.39529233399999997,-0.6023452420000001,-0.02879919,-0.663258617,-0.021559484,-0.21000961899999998,2
Amritsar,0.800068918,3.1633979300000004,7.487226420000001,-0.340805136,-0.406093059,0.036680274,0.25912168,-0.166393773,-0.33935860799999995,-0.032626846,-0.536082359,-0.5339859220000001,-0.034130319,0.197928963,-0.6023452420000001,0.006580665,-0.663258617,0.177524934,0.47321533200000004,2
Kapurthala,1.111992189,3.1371480100000007,7.53936808,-0.340805136,-0.406093059,-0.145998849,-0.207659596,-0.166393773,-0.33935860799999995,-0.9509390879999999,-0.6782358629999999,-0.8594598720000001,-0.8289309440000001,-1.084589471,-0.6023452420000001,-0.423642,-0.099266701,-0.450921106,-0.462561424,2
Jalandhar,0.8616947009999999,3.13260152,7.557618290000001,0.274488815,-0.103610505,-0.107591541,-0.207659596,-0.11981740099999999,-0.33935860799999995,-1.073962366,-0.694775335,-0.844011277,-0.723869488,0.060167551,0.559464386,-0.273964468,0.204725052,-0.610855265,-0.44812787,2
Hoshiarpur,1.3544821980000001,3.1514317800000002,7.5911482999999995,-0.340805136,-0.406093059,0.07643410099999999,-0.207659596,-0.166393773,-0.33935860799999995,-0.379362485,-0.734423734,-0.9962557240000001,-0.273445864,0.197928963,0.269011979,-0.10125616,0.847285085,-0.25226407100000003,-0.060136323,2
Nawanshahr,0.569689868,3.1091295399999996,7.6039190900000015,-0.340805136,-0.406093059,0.015770617,-0.207659596,-0.166393773,-0.33935860799999995,-1.2477080109999998,-0.74584862,-0.8146005940000001,-0.876075156,-0.763959863,-0.6023452420000001,-0.598089373,-0.663258617,-0.302796026,-0.002876562,2
Rupnagar,1.430052394,3.0965916800000004,7.65230234,-0.340805136,-0.406093059,-0.122831732,-0.207659596,-0.166393773,-0.33935860799999995,-0.596537463,-0.117104397,-0.6172911520000001,-0.306680971,0.197928963,-0.6023452420000001,-0.007524681,-0.663258617,0.40361712299999997,0.17925151600000003,2
Fatehgarh,0.832370717,3.0647917400000004,7.63897733,-0.340805136,-0.406093059,0.847700654,-0.207659596,-0.166393773,-0.33935860799999995,-0.633903366,0.7303702670000001,-0.181547407,0.229679747,-0.443330254,-0.6023452420000001,0.331387119,0.873981931,1.4051657290000001,-0.517791181,2
Ludhiana,1.471360112,3.0900965000000005,7.58572758,-0.340805136,-0.406093059,-0.195688587,-0.207659596,0.299369938,-0.33935860799999995,-0.35027632700000005,-0.28039855,-0.601453791,-0.27681404600000004,-0.443330254,0.559464386,-0.11090309400000001,0.293765295,0.131187638,0.143221088,2
Moga,0.9480867620000001,3.08164603,7.517170930000001,-0.340805136,-0.406093059,-0.007750757,-0.207659596,-0.166393773,-0.33935860799999995,5.001923797,0.25930597699999997,-0.442143829,-0.44392870700000003,-1.084589471,-0.6023452420000001,-0.197456338,0.847285085,1.204013114,-0.155403699,2
Firozpur,0.6858234940000001,3.0933134800000004,7.462247550000001,-0.340805136,-0.406093059,-0.193518325,-0.207659596,-0.166393773,-0.33935860799999995,-1.123123722,0.10531707400000001,-0.580573053,-0.23665366399999999,-1.084589471,-0.6023452420000001,-0.189686312,-0.663258617,2.4606894130000003,-0.17018692800000002,2
Muktsar,0.303359618,3.0476639100000003,7.4511172000000006,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-0.774477816,-0.191664442,-0.35011212799999997,0.178711285,-1.084589471,-0.6023452420000001,-0.097499429,-0.663258617,0.40808946,0.297422815,2
Faridkot,2.352766816,3.0678187,7.47395591,-0.340805136,-0.406093059,-0.066890836,-0.207659596,-0.166393773,-0.33935860799999995,-0.47870545299999995,0.160007109,-0.610550246,-0.740958213,-1.084589471,-0.6023452420000001,-0.14154103699999998,-0.663258617,0.491515875,-0.291613025,2
Bathinda,2.069768345,3.0210994,7.494547450000001,-0.340805136,-0.28666642600000003,-0.359890186,-0.207659596,-0.166393773,-0.33935860799999995,-1.411268674,-0.413148735,-1.067952692,-0.28498367399999996,0.197928963,-0.6023452420000001,-0.870632588,-0.103186025,-0.292986584,-0.404654267,2
Mansa,1.297159672,2.99995069,7.53936808,-0.340805136,-0.252215007,-0.33776079700000006,-0.207659596,-0.166393773,-0.33935860799999995,0.20637320399999998,0.192730476,-0.5441412529999999,-0.599754429,-1.084589471,-0.6023452420000001,-0.136794038,0.386020469,0.23521541199999998,-0.141644696,2
Sangrur,1.47766062,3.02457963,7.584207159999998,-0.340805136,-0.406093059,-0.140675876,-0.207659596,-0.166393773,-0.33935860799999995,-0.9681593709999999,0.430740364,-0.674278458,0.117425352,0.197928963,-0.6023452420000001,-0.173346334,-0.663258617,0.916200377,0.201581094,2
Patiala,1.848776666,3.03397809,7.638687970000001,-0.340805136,-0.406093059,0.146452222,-0.207659596,-0.166393773,-0.33935860799999995,-0.76090435,-0.100369443,-0.629520548,-0.22466419199999998,-0.11459870800000001,-0.6023452420000001,0.014406213000000001,-0.107339275,1.344721375,-0.043954161,2
SJAS Nagar (Mohali),1.8137331069999998,3.0704648600000004,7.671787259999999,-0.340805136,-0.406093059,-0.23693116,-0.207659596,-0.166393773,-0.33935860799999995,-1.00047327,-0.497633996,-0.70409318,-0.14311069,0.627978884,-0.6023452420000001,-0.081667253,-0.663258617,0.307943721,0.449599291,2
Barnala,0.753659132,3.0366771200000002,7.550933290000001,-0.340805136,-0.406093059,0.224954323,-0.207659596,-0.166393773,-0.33935860799999995,-1.848862765,0.015869267,-0.4634272,-0.074679972,-0.443330254,-0.6023452420000001,0.185519065,-0.663258617,-0.13980332199999998,-0.161243244,2
Tarn Taran,0.9134428309999999,3.13216675,7.451597679999999,-0.340805136,-0.406093059,-0.118506439,-0.207659596,-0.166393773,-0.33935860799999995,-0.238428114,0.009897169,-0.108430002,-0.17345593399999998,-1.084589471,-0.6023452420000001,0.09707267,-0.663258617,0.312080953,0.532219189,2
Chandigarh,2.198358032,3.0739973800000002,7.67567368,-0.340805136,-0.406093059,-0.158631865,-0.207659596,-0.166393773,-0.33935860799999995,-0.338935945,-0.23969631600000002,-0.40082227200000003,0.032738542,0.045965883,-0.6023452420000001,0.416073136,0.46638079299999996,0.396018249,0.23754331899999998,2
Uttarkashi,0.690853085,3.07268307,7.843540420000001,-0.340805136,-0.406093059,-0.265368607,-0.207659596,-0.166393773,1.5126357469999998,-0.63849407,-1.1443530000000002,-0.026407385,-0.59701443,-0.157772487,1.7212740130000002,0.433905639,-0.663258617,-0.8340828929999999,0.24545166399999999,0
Chamoli,-0.041700614,3.04041045,7.93317691,-0.340805136,-0.406093059,-0.211371836,-0.207659596,0.9918088970000001,1.387912885,-0.638771061,-0.016872663,-0.47022956,-0.305503262,0.10421240699999999,-0.6023452420000001,0.99154047,-0.663258617,-0.632854186,-0.264963678,2
Rudraprayag,0.281824938,3.02844141,7.89811407,-0.340805136,-0.406093059,-0.495215578,-0.207659596,0.981273011,1.3549452030000002,-0.606763693,-0.9695760590000001,-0.31792982,-0.36766902700000004,0.193419865,-0.6023452420000001,0.9694149670000001,-0.663258617,-0.477652687,-0.144741757,2
Tehri,-0.38536270200000006,3.0301185800000003,7.856608520000001,-0.340805136,-0.406093059,-0.28412461,-0.207659596,0.42618672700000004,0.938268329,-0.23780093300000002,-0.072116837,0.167960498,0.18316256600000003,1.3699499780000002,0.559464386,1.023028195,-0.663258617,-0.48075036,-0.08414282099999999,1
Dehradun,0.809474466,3.03145745,7.799844050000001,-0.03315816,-0.406093059,0.030374047,-0.207659596,-0.049952845,0.10857965900000001,-0.38975203,-0.889646541,-0.285622598,-0.420461472,0.200815319,1.37273118,0.012483689,0.11739683,-0.209360462,-0.260876697,2
Garhwal,0.400028738,2.98687682,7.883826440000002,-0.340805136,-0.406093059,-0.337617027,-0.207659596,0.8851905959999999,1.342589744,-0.5308923010000001,-0.802632795,-0.39693636600000004,-0.455083439,-0.064905638,0.559464386,0.08514204199999999,0.31692839,-0.542867011,-0.005787891,2
Pithoragarh,-0.003606763,2.95828604,8.02181884,-0.340805136,-0.406093059,-0.180018475,-0.207659596,-0.166393773,0.269979513,-0.833651919,0.064565915,0.075532134,-0.179791571,-0.305515141,-0.6023452420000001,0.659441762,0.092013234,-0.357689166,-0.551291419,0
Bageshwar,0.142450179,2.9840360600000007,7.9769426,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,1.3183537,-0.7229750090000001,-0.631482419,0.372230991,0.194511226,1.916134393,0.29437183,1.766213433,-0.663258617,-0.267074365,-0.49711444,1
Almora,0.385030841,2.95892407,7.9646666,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,1.695993707,-0.7733607840000001,-1.0387574640000001,0.041042546,-0.16922029100000002,0.15059883,-0.6023452420000001,0.8461020229999999,-0.663258617,-0.286398477,-0.49285589399999996,2
Champawat,0.185028815,2.93360974,8.00910275,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,0.936060035,-0.206513353,-0.747734407,-0.015138968999999999,0.435600954,0.563224532,-0.6023452420000001,1.506567649,-0.663258617,-0.511396396,-0.435052039,2
Nainital,0.8123432290000001,2.9380303899999998,7.94635658,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-0.419078658,-0.6874405729999999,0.334839974,-0.12159659800000001,0.23574986,-0.6023452420000001,0.722664895,-0.663258617,0.7935303440000001,-0.371584676,2
Udham,0.5031253689999999,2.89609653,7.95153773,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-0.509489808,0.498867519,0.39224575799999994,0.031471014,-0.028847266,0.07601362099999999,0.16480900099999998,0.847285085,-0.33673448100000003,-0.348167061,0
Hardwar,0.223231715,2.9945690600000003,7.81642478,-0.340805136,-0.406093059,-0.098471247,-0.207659596,-0.166393773,-0.33935860799999995,-0.332456955,-0.051047682000000004,0.208134315,-0.001202305,-0.396281344,2.8830836410000003,0.406412693,-0.285622692,0.097283947,-0.150318481,1
Nainital(Hills),-0.09920466800000001,2.9409381800000003,7.94353962,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,2.057077647,-0.161756642,-0.820797291,0.224724571,1.225690017,1.422219665,-0.6023452420000001,1.53770253,-0.663258617,0.37752610799999997,-0.339797047,1
Dehradun(Hills),-0.203572439,3.0283821100000003,7.79079728,-0.186981648,-0.406093059,4.701631756,-0.207659596,-0.166393773,1.029683664,-0.304306416,-0.912702295,-0.280521346,0.127832158,-0.763959863,-0.6023452420000001,1.831319015,-0.663258617,0.113220438,-0.409644564,2
Panchkula,0.697353518,3.0694209100000003,7.686056500000001,-0.340805136,-0.406093059,-0.256888773,-0.207659596,-0.166393773,-0.33935860799999995,0.167593409,0.019530441000000003,-0.075162553,-0.009379756999999999,0.766917704,-0.6023452420000001,0.210567244,2.357828786,0.48712220799999995,0.28909072199999997,2
Ambala,0.797853789,3.0378178800000004,7.677669740000001,-0.340805136,-0.406093059,-0.073408006,-0.207659596,-0.166393773,-0.33935860799999995,-0.574329742,0.056100529,-0.070615179,0.518541975,0.415008266,-0.6023452420000001,-0.28076523800000003,-0.285622692,0.43630152200000005,0.203529824,2
Yamunanagar,0.190748389,3.01290485,7.72673901,-0.340805136,-0.406093059,-0.291176743,-0.16098146800000002,-0.166393773,-0.33935860799999995,-0.45843414899999996,-0.024474347,-0.272706402,-0.041811133,-0.58294791,-0.6023452420000001,-0.061961547,0.847285085,0.029870811,0.242303957,2
Kurukshetra,0.6834813609999999,2.9969512100000006,7.6878282,-0.340805136,-0.103610505,0.37851070299999995,-0.207659596,-0.166393773,-0.33935860799999995,-0.844777535,-0.314094222,-0.417249689,-0.042758899,-0.434418875,-0.6023452420000001,-0.126949547,1.006731364,0.097887234,0.40385503700000003,2
Kaithal,0.5381325779999999,2.97856734,7.639845370000001,-0.340805136,-0.20688907399999998,-0.199022665,-0.207659596,-0.166393773,-0.33935860799999995,-0.885431483,-0.351181174,-0.21490336899999998,-0.239540261,-1.084589471,-0.6023452420000001,-0.07207801,0.092013234,0.938263886,-0.294502594,2
Karnal,0.933470096,2.96856929,7.699048250000001,-0.340805136,0.026132532000000003,-0.180018475,-0.207659596,-0.166393773,-0.33935860799999995,-0.844824674,0.117991049,-0.446408539,-0.48728618700000004,-1.084589471,-0.6023452420000001,-0.432462004,-0.158101783,0.454495695,0.243668207,2
Panipat,1.17590558,2.93909464,7.696350229999999,-0.340805136,0.082674662,-0.022419922999999998,-0.207659596,-0.166393773,-0.33935860799999995,0.566530581,0.089564121,-0.300996793,-0.350214301,0.48275084100000004,-0.6023452420000001,0.17296793100000002,0.7195478559999999,0.691728605,0.278131025,2
Sonipat,1.295071767,2.89287735,7.709128100000001,-0.340805136,0.492833505,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-1.848862765,-1.155697846,-1.202473788,-1.103646597,-1.084589471,-0.6023452420000001,-0.876341556,-0.280998507,-0.633644613,-0.452861633,2
Jind,1.669855167,2.9321115300000002,7.630583280000001,-0.340805136,0.015018973,-0.064426477,-0.207659596,-0.166393773,-0.33935860799999995,-0.14287647,-0.751318218,-1.034043295,-0.7564147729999999,1.4804473969999998,-0.6023452420000001,-0.697867948,-0.179465757,-0.41902468299999995,-0.580469662,2
Fatehabad,0.528109747,2.95077159,7.5451951600000005,-0.340805136,1.079784087,-0.022419922999999998,-0.207659596,-0.166393773,-0.33935860799999995,-0.09773531099999999,0.636648205,-0.5726019139999999,0.037753302999999995,0.197928963,-0.6023452420000001,0.826736445,-0.663258617,1.662320531,-0.29061620000000005,2
Sirsa,0.47828639100000003,2.9533593100000006,7.5017702900000005,-0.340805136,0.47545612299999995,-0.180018475,-0.207659596,-0.166393773,-0.33935860799999995,-1.20929118,-0.017429755,-0.933255513,-0.76501225,-1.084589471,-0.6023452420000001,-1.2041955579999999,-0.663258617,0.539972063,-0.288356375,2
Hisar,0.633095024,2.91491875,7.572165270000001,-0.340805136,0.09889289400000001,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.37714127399999997,0.144952234,-1.029803491,-0.41445489799999996,-0.14869739,-0.6023452420000001,-0.19685639600000002,0.847285085,1.088715612,-0.028955454,2
Bhiwani,1.309524858,2.87990445,7.613351120000002,-0.340805136,0.261448041,-0.495215578,6.794059548,-0.166393773,-0.33935860799999995,-0.814722416,-0.19082506,-0.609259919,-0.36809889700000004,-0.47573528299999995,-0.6023452420000001,-0.094742625,0.525612493,1.908747269,-0.125153769,4
Rohtak,1.8733798130000001,2.8895515200000004,7.6606611000000004,-0.340805136,-0.08766531300000001,-0.364510347,-0.207659596,-0.166393773,-0.33935860799999995,-1.161954852,-0.125620516,-0.572603257,-0.485816089,-0.763959863,-0.6023452420000001,-0.32530952399999996,0.674958987,0.748744098,-0.258377085,2
Jhajjar,1.380936975,2.8607911500000003,7.665717750000001,-0.03315816,-0.07423452400000001,0.05214119,-0.207659596,-0.166393773,-0.33935860799999995,-1.055812006,0.118475266,-0.625448925,-0.6213604939999999,0.12257256,-0.021440427999999997,-0.477249825,-0.663258617,0.616234817,0.64389959,2
Mahendragarh,0.9917186590000001,2.82710192,7.614938909999999,-0.340805136,1.948507763,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-0.739219324,0.40717484600000003,-0.6358283379999999,-0.363541779,0.197928963,-0.6023452420000001,1.074977203,0.092013234,1.28271175,0.20543285600000002,2
Rewari,1.874341756,2.8192763100000002,7.66239423,-0.340805136,0.102949441,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-0.900857325,-0.179735056,-0.551654208,-0.525099666,-1.084589471,-0.6023452420000001,1.4643082019999998,0.772827248,1.475090526,0.28909072199999997,2
Gurgaon,3.4699090889999997,2.8459496500000006,7.702663829999999,-0.340805136,0.440316891,-0.25881775100000004,-0.207659596,-0.166393773,-0.33935860799999995,-0.75757581,-0.126574902,-0.8379304120000001,-0.345813817,-0.443330254,-0.6023452420000001,-0.507030098,0.092013234,0.7317146370000001,0.20321767300000002,2
Faridabad,1.9934715930000002,2.8408912300000004,7.731778940000002,-0.340805136,-0.103610505,-0.495215578,0.25912168,-0.166393773,-0.33935860799999995,-0.8714148559999999,-0.253435931,-0.57211979,-0.689635,-0.306341965,-0.311892835,-0.379009925,-0.663258617,0.785692547,-0.024694017999999998,2
Mewat,0.194797418,2.8010691600000004,7.70564464,-0.340805136,0.237035771,-0.39126858,-0.207659596,-0.166393773,-0.33935860799999995,-0.9959171179999999,0.450471104,-0.579440065,-0.616774154,-0.443330254,-0.021440427999999997,-0.34628424,-0.285622692,2.0325206419999997,0.6677291089999999,2
North West Delhi,2.6353299740000002,2.8770577399999997,7.7079470500000005,-0.340805136,-0.406093059,-0.064322399,0.005407245,-0.166393773,-0.33935860799999995,-0.447425723,-0.387501131,-0.344732349,-0.46758017799999996,-0.35401669399999997,-0.6023452420000001,-0.09110721599999999,0.20562862199999998,-0.09390830000000001,-0.308132888,2
North Delhi,3.285813043,2.87483894,7.72060241,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.625983881,0.24405021699999999,-0.660200824,-0.610152896,-1.084589471,-0.6023452420000001,-0.469607444,-0.663258617,-0.608783096,-0.29061620000000005,2
North East Delhi,1.4702891180000002,2.86965644,7.7263503799999995,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-0.510413055,-0.571054969,-0.618081322,-0.8010530640000001,-1.084589471,-0.021440427999999997,-0.342030218,0.291600342,-0.407408745,-0.37210669799999996,2
East Delhi,0.8850267079999999,2.8619559100000003,7.729797820000001,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-0.9466945290000001,-0.825349005,-0.566259455,-0.459029597,-0.82808578,-0.6023452420000001,-0.40112306700000006,-0.663258617,0.083973147,1.243902124,2
New Delhi,4.23788802,2.8527519800000007,7.706889740000001,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-0.707065005,-1.067296258,-0.277553945,0.191333565,-1.084589471,-0.6023452420000001,-0.270219258,-0.663258617,-0.892200663,-0.580469662,2
West Delhi,0.956075991,2.86542826,7.699731910000001,-0.340805136,-0.406093059,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,0.335084984,0.498669776,-0.350077876,-0.937520605,-1.084589471,-0.6023452420000001,-0.420307146,-0.663258617,0.061640558,-0.8703231229999999,2
South West Delhi,3.2575057480000003,2.85827577,7.7033417900000005,-0.340805136,-0.117917071,-0.495215578,-0.207659596,-0.166393773,-0.33935860799999995,-0.478928111,-0.9828013940000001,-0.858826898,-0.520056989,-0.443330254,-0.6023452420000001,-0.568791292,-0.663258617,-0.496962324,-0.456340819,2
South Delhi,2.677854085,2.85086497,7.72175223,-0.340805136,-0.406093059,-0.180018475,0.025731042000000003,-0.166393773,-0.33935860799999995,-0.143437086,-0.18216960199999999,-0.62748514,-0.042866572,-0.443330254,-0.021440427999999997,-0.027150128,-0.436677053,-0.379477578,-0.558375524,2
Ganganagar,0.475308577,2.9903839899999998,7.38771901,-0.340805136,1.343178026,-0.030795402000000003,-0.207659596,-0.166393773,-0.33935860799999995,-0.88125446,1.044194445,-0.6650089570000001,-0.7055275129999999,0.17480137699999998,-0.6023452420000001,0.130056322,-0.663258617,0.7713630440000001,-0.8703231229999999,2
Hanumangarh,0.663181471,2.9614436,7.428581209999999,-0.340805136,0.230170354,1.08076994,-0.207659596,-0.166393773,-0.33935860799999995,-1.004547415,0.448356091,-0.441405283,-0.277120855,-1.084589471,-0.6023452420000001,-1.2041955579999999,-0.663258617,0.617543506,-0.8703231229999999,2
